CF280X,Hewlett Packard|HP INC.|HP|HEWLETT PACKARD COMPANY|HPI,HEW,HEWCF280X|CF280XHEW
CF280XD,Hewlett Packard|HP INC.|HP|HEWLETT PACKARD COMPANY|HPI,HEW,HEWCF280XD|CF280XDHEW
T654X41G,Lexmark,LEX,LEXT654X41G|T654X41GLEX
